geohash,estaciones_sitp_100,estaciones_sitp_200,estaciones_sitp_500,estaciones_tm_100,estaciones_tm_200,estaciones_tm_500,supermarkets_100,supermarkets_200,supermarkets_500
d2g7562b,0,0,16,0,0,0,0,0,8
d2g6erwt,1,6,18,0,0,0,0,2,8
d2g66snj,1,4,24,0,0,0,0,1,13
d2g66ywy,0,0,0,0,0,0,0,0,0
d2g6dg74,0,3,16,0,0,0,0,1,8
d2g6gd9q,0,0,4,0,0,0,0,0,0
d2g66zr4,0,0,0,0,0,0,0,0,0
d2g6673j,0,3,16,0,0,2,1,2,11
d2g635hp,0,1,10,0,0,1,2,4,6
d2g66zyj,0,0,9,0,0,0,0,0,1
d2g663s4,0,6,27,0,0,1,0,5,33
d2g62f0s,0,6,28,0,0,0,0,1,4
d2g6dghw,1,4,16,0,0,0,1,3,14
d2g6g74p,1,4,16,0,0,0,0,4,10
d2g6g6q7,3,4,22,0,0,0,0,2,6
d2g60vx4,0,2,25,0,0,0,0,2,14
d2g6dvwk,0,0,21,0,0,0,0,0,7
d2g6fgpp,0,2,15,0,0,1,0,0,15
d2g6gj5d,1,2,22,0,0,0,0,1,9
d2g6fux0,1,2,10,0,1,2,1,2,11
d2g6fgzc,0,0,11,0,0,1,0,0,18
d2g62zpp,0,0,19,0,0,0,4,5,12
d2g64qq6,1,9,28,0,0,3,0,5,25
d2g4rgcb,0,1,21,0,0,0,3,3,10
d2g61xn3,0,0,11,0,0,0,0,0,10
d2g6g26f,2,2,17,0,0,0,2,2,5
d2g63qr1,0,0,6,0,0,0,0,0,2
d2g66v99,0,3,14,0,0,0,0,0,3
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g63x7y,0,1,12,0,0,1,0,3,7
d2g664h6,1,2,16,0,0,1,2,3,7
d2g7406x,0,1,16,0,0,0,0,0,14
d2g68cx9,0,1,10,0,0,0,1,1,4
d2g6fg5g,1,2,20,0,0,1,0,2,21
d2g6dfcx,0,0,19,0,0,2,0,0,9
d2g66zhd,0,0,12,0,0,0,0,0,2
d2g6ep5e,3,5,21,0,0,0,2,6,13
d2g6fz1c,1,4,16,0,0,0,0,0,8
d2g6fewt,0,1,10,0,0,0,0,1,11
d2g71g4y,0,0,0,0,0,0,0,0,0
d2g6g2fj,0,2,10,0,0,0,0,2,5
d2g60rqk,1,4,26,0,0,0,0,0,4
d2g6f4d1,2,3,12,0,0,0,0,0,2
d2g6f897,0,0,10,0,0,1,0,0,3
d2g6dgjq,1,4,20,0,0,0,0,4,17
d2g67p8k,0,0,0,0,0,0,0,0,0
d2g6e5ee,1,2,26,0,0,0,0,0,7
d2g6g3r4,0,3,22,0,0,0,0,0,1
d2g6fgr3,0,0,16,0,0,1,0,0,14
d2g6dcnm,0,2,22,0,0,0,0,0,5
d2g6dbyp,1,3,17,0,0,0,0,0,4
d2g6dypd,0,2,15,0,0,0,0,0,8
d2g6fq67,0,3,16,0,0,1,0,2,6
d2g6gnmn,0,0,14,0,0,0,0,0,9
d2g6dy46,0,1,5,0,1,1,2,3,6
d2g6g53g,0,2,17,0,0,0,2,6,13
d2g6fb3j,0,0,6,0,0,1,1,1,4
d2g6dcx0,0,0,20,0,0,0,0,2,5
d2g6f7kk,0,1,9,1,1,1,0,0,9
d2g66e69,3,9,28,0,0,1,3,8,37
d2g6e5e7,1,1,24,0,0,0,0,0,7
d2g6g6wt,0,4,15,0,0,0,0,1,6
d2g647c0,3,6,24,0,0,1,1,1,9
d2g6enhm,0,0,22,0,0,0,0,0,5
d2g6e568,0,1,17,0,0,0,0,0,5
d2g6g5p4,1,1,8,0,0,0,0,1,14
d2g6dvve,0,2,9,0,0,0,0,0,4
d2g6ftv3,0,4,16,0,0,0,0,0,1
d2g66v99,0,3,14,0,0,0,0,0,3
d2g6dsn4,0,1,8,0,0,2,0,0,10
d2g68meg,2,3,10,0,0,0,0,1,2
d2g68cys,0,0,12,0,0,0,0,1,7
d2g6912e,0,2,12,0,0,0,0,0,2
d2g6360d,1,3,21,0,0,0,0,0,4
d2g66wxm,1,7,31,0,0,0,0,1,25
d2g66js6,0,4,13,0,0,0,0,1,8
d2g6dzzz,0,0,13,0,0,0,0,0,3
d2g71c5k,1,1,12,0,0,0,1,1,9
d2g6fbq5,0,4,13,0,0,1,1,2,3
d2g63syq,0,0,3,0,0,0,0,0,2
d2g6e109,0,3,12,0,0,0,0,0,2
d2g74cj9,1,4,12,0,0,0,0,2,14
d2g6ej6e,1,6,30,0,0,0,0,0,4
d2g6fde2,0,4,7,0,0,0,0,1,2
d2g6fp62,0,2,14,0,0,2,0,0,11
d2g68ff4,1,3,16,0,0,0,2,3,12
d2g69xj7,0,7,27,0,0,0,0,0,13
d2g748uc,2,3,19,0,0,0,1,5,16
d2g6feep,0,4,13,0,0,0,0,5,15
d2g6ervb,6,6,22,0,0,0,1,4,10
d2g6dvsh,0,1,12,0,0,0,0,0,6
d2g68gxz,1,4,17,0,0,0,0,2,4
d2g6g7wm,0,3,18,0,0,0,0,2,4
d2g6dyc4,0,0,5,0,0,2,0,1,8
d2g6dwt6,1,3,7,0,0,0,2,2,5
d2g6f53p,1,1,18,0,0,0,0,0,21
d2g6dvum,0,0,12,0,0,1,0,0,5
d2g6fksw,0,2,10,1,1,1,0,0,2
d2g62sbj,0,1,27,0,0,1,0,1,7
d2g63jp5,0,1,9,0,0,0,0,0,2
d2g6g59q,3,5,13,0,0,0,3,5,14
d2g63w98,0,1,12,0,0,0,0,0,2
d2g6dgjj,1,3,20,0,0,0,0,3,16
d2g6f897,0,0,10,0,0,1,0,0,3
d2g690bs,0,2,14,0,0,0,0,0,2
d2g6dwsv,2,5,10,0,0,1,1,2,5
d2g6fb4h,0,1,7,0,0,1,0,0,7
d2g751xm,0,0,2,0,0,0,0,0,0
d2g6ddxz,1,3,11,0,1,2,0,1,8
d2g6fwzd,1,5,21,0,0,0,0,0,8
d2g6duu5,1,6,18,0,0,0,1,2,7
d2g6dwnx,0,0,9,0,0,0,0,0,6
d2g6epjr,0,0,18,0,0,0,1,5,14
d2g6ep9s,0,0,24,0,0,0,0,0,6
d2g6e00k,0,0,5,0,0,0,0,0,0
d2g74cgk,0,0,9,0,0,0,1,1,7
d2g64kx9,0,0,11,0,0,0,0,4,15
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g63jt1,0,3,22,0,0,0,0,3,3
d2g6460w,1,3,21,0,0,0,0,0,3
d2g6e5vw,0,5,19,0,0,0,0,1,5
d2g6fwv1,1,2,22,0,0,0,0,0,7
d2g6du7j,0,1,16,0,0,1,0,0,8
d2g6enxt,2,4,18,0,0,0,0,0,7
d2g6fw9x,0,0,7,0,0,0,0,0,5
d2g6fbkj,1,1,11,0,1,1,0,1,4
d2g6dvuf,0,1,11,0,0,0,0,0,4
d2g66yvm,0,0,0,0,0,0,0,0,1
d2g6f2p1,0,1,10,0,0,2,0,0,3
d2g61vr8,0,2,22,0,0,1,2,4,17
d2g63x5d,1,3,21,0,0,0,0,3,10
d2g6gs6q,0,0,13,0,0,0,0,0,4
d2g6gd9q,0,0,4,0,0,0,0,0,0
d2g6g2hy,1,6,27,0,0,0,1,2,8
d2g6dyg1,0,0,8,0,0,2,1,2,11
d2g6gk25,0,2,13,0,0,0,0,6,13
d2g6ejeg,2,3,23,0,0,0,0,1,4
d2g6dfm6,0,1,22,0,0,0,0,1,18
d2g6gd9q,0,0,4,0,0,0,0,0,0
d2g664sf,0,2,19,0,0,1,0,2,15
d2g6dgvr,1,1,16,0,0,0,0,3,13
d2g6e480,0,3,12,0,0,0,0,3,11
d2g66zk7,0,0,17,0,0,0,1,1,3
d2g69x93,6,6,26,0,0,0,0,0,15
d2g6em00,1,8,21,0,0,0,0,0,1
d2g6ejnu,1,2,24,0,0,0,0,0,3
d2g6enc4,0,0,21,0,0,0,0,0,11
d2g6e02u,0,0,4,0,0,0,0,0,0
d2g6dggb,0,0,14,0,0,0,0,2,10
d2g691tw,1,2,12,0,0,0,0,0,7
d2g6dny3,0,2,12,0,0,1,0,2,7
d2g6fvfb,0,3,11,0,0,0,1,2,6
d2g66yth,0,0,1,0,0,0,0,0,2
d2g6erwj,6,6,21,0,0,0,1,3,9
d2g6dz4w,2,2,6,1,1,1,1,1,7
d2g6grup,0,3,18,0,0,0,3,3,8
d2g66zk7,0,0,17,0,0,0,1,1,3
d2g6g5nd,0,1,9,0,0,0,0,1,13
d2g63qr1,0,0,6,0,0,0,0,0,2
d2g6dfd6,0,3,20,0,0,1,0,1,14
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6gkeg,2,2,18,0,0,0,0,0,10
d2g75k51,0,3,24,0,0,0,0,0,9
d2g6e47d,0,1,14,0,0,0,0,0,1
d2g6fuz4,0,2,13,0,0,2,2,3,11
d2g6dyqr,2,3,8,0,0,0,0,4,7
d2g66d4v,1,8,23,0,0,1,0,3,12
d2g6em0b,4,8,20,0,0,0,0,0,1
d2g6g5pp,1,1,8,0,0,0,0,2,15
d2g6eq9w,1,2,30,0,0,0,0,0,8
d2g6g4re,1,1,7,0,0,0,0,0,2
d2g6ery1,5,6,22,0,0,0,1,3,8
d2g6ge1k,0,0,8,0,0,0,0,0,0
d2g66tm4,1,6,35,0,0,1,2,6,32
d2g62sg3,1,1,18,0,0,0,0,0,8
d2g6e1gm,0,3,13,0,0,0,0,1,1
d2g6dgjs,1,2,22,0,0,0,0,3,18
d2g6f709,0,0,1,0,0,0,0,0,0
d2g6f68h,0,0,4,0,0,0,0,0,0
d2g6f4pd,0,2,9,0,0,0,0,0,0
d2g74198,1,3,17,0,0,0,0,1,13
d2g6enqy,0,5,13,0,0,0,0,0,4
d2g6dyg1,0,0,8,0,0,2,1,2,11
d2g68kez,0,2,9,0,0,0,0,0,4
d2g6gjpf,1,2,16,0,0,0,1,2,10
d2g6g882,0,4,17,0,0,0,0,0,1
d2g6g0sr,2,3,15,0,0,0,0,0,3
d2g693ch,1,3,15,0,0,0,2,3,11
d2g6fbhc,0,0,14,0,0,1,0,0,5
d2g6fsg7,1,6,17,0,0,0,0,1,5
d2g6e54x,0,1,17,0,0,0,0,0,5
d2g66zsb,0,0,15,0,0,0,0,0,2
d2g66sq3,2,4,23,0,0,0,0,0,13
d2g6e5eg,1,2,24,0,0,0,0,1,6
d2g6d8wg,2,4,30,0,1,2,3,4,18
d2g6g06f,2,9,18,0,0,0,0,1,3
d2g751x2,0,0,2,0,0,0,0,0,0
d2g6ep2k,0,4,18,0,0,0,1,1,4
d2g66zk2,0,0,15,0,0,0,0,1,1
d2g6g0d4,1,3,21,0,0,0,0,0,2
d2g6dzz3,1,2,16,0,0,0,0,0,3
d2g63gsr,0,4,12,0,0,0,1,2,7
d2g64qrg,3,9,31,0,0,3,1,4,22
d2g62x69,2,6,16,0,0,0,0,0,0
d2g6dywm,1,2,13,0,0,0,2,3,8
d2g62xd0,1,3,14,0,0,0,0,0,0
d2g6dfbq,0,1,13,0,1,2,0,0,5
d2g63qr1,0,0,6,0,0,0,0,0,2
d2g6fb2n,0,0,7,0,0,1,0,1,3
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6fs68,1,4,18,0,0,0,0,0,18
d2g6fdun,0,2,10,0,0,0,0,1,5
d2g66eu5,3,5,29,0,0,1,2,8,32
d2g63tkk,0,0,9,0,0,0,0,0,1
d2g6f2py,0,1,11,0,0,2,0,1,3
d2g6dy7z,0,0,7,0,0,1,0,0,11
d2g6fgs6,1,4,16,0,1,1,2,7,21
d2g6ep0d,2,2,22,0,0,0,0,1,10
d2g66zp1,0,0,0,0,0,0,0,0,0
d2g62s2g,0,3,22,0,0,1,1,5,12
d2g6dzsz,0,1,14,0,0,2,0,1,6
d2g6ej73,1,4,26,0,0,0,0,0,2
d2g64ny8,1,3,10,0,0,1,0,3,13
d2g6f4dd,0,2,13,0,0,0,0,0,2
d2g63ngd,0,1,12,0,0,0,0,0,5
d2g6g2ku,0,4,26,0,0,0,1,1,6
d2g6e480,0,3,12,0,0,0,0,3,11
d2g6f4wc,0,0,2,0,0,0,0,0,0
d2g6gs45,0,0,14,0,0,0,0,0,4
d2g6gj46,2,5,19,0,0,0,1,4,9
d2g66zt8,0,0,9,0,0,0,0,0,2
d2g6ejcb,3,6,21,0,0,0,0,1,6
d2g6ep7c,2,6,20,0,0,0,4,5,13
d2g6dx14,1,2,10,0,0,2,0,0,4
d2g6eq7g,0,3,21,0,0,0,0,2,5
d2g6dudf,0,0,16,0,0,1,0,0,6
d2g6f2sf,0,0,3,0,0,1,0,0,3
d2g6dnx1,0,0,11,0,0,1,0,0,7
d2g6dzu0,0,0,11,0,0,2,0,2,5
d2g6em0t,2,6,20,0,0,0,0,1,2
d2g6dbq6,0,3,12,0,0,0,0,0,1
d2g74864,0,2,14,0,0,0,0,2,10
d2g6e5k7,0,4,13,0,0,0,0,0,5
d2g6envx,0,2,18,0,0,0,1,2,14
d2g6f22g,0,0,9,0,0,0,0,0,2
d2g6enbm,0,2,20,0,0,0,0,0,9
d2g6fbhs,0,0,13,0,0,1,0,1,5
d2g6fehx,0,0,12,0,0,0,0,0,7
d2g6ghs3,1,3,17,0,0,0,0,1,9
d2g6eq2p,0,2,26,0,0,0,0,0,6
d2g6g2mk,1,6,26,0,0,0,1,1,6
d2g6g0s4,0,5,17,0,0,0,0,2,3
d2g6g2kg,0,5,27,0,0,0,1,1,6
d2g6g6bp,0,2,10,0,0,0,0,3,14
d2g6e5k7,0,4,13,0,0,0,0,0,5
d2g6dm7h,2,6,24,0,0,1,0,2,9
d2g6fb2n,0,0,7,0,0,1,0,1,3
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g74c5k,2,4,18,0,0,0,0,1,9
d2g3cthy,0,5,15,0,0,0,0,0,1
d2g60xq5,1,5,15,0,0,0,0,0,4
d2g61puy,0,7,33,0,0,0,1,1,14
d2g6g7pb,0,3,14,0,0,0,0,0,2
d2g6f2gb,0,0,4,0,0,1,0,0,3
d2g74bgx,0,2,18,0,0,0,1,1,9
d2g6gd9q,0,0,4,0,0,0,0,0,0
d2g6dcsb,2,6,18,0,0,0,2,3,11
d2g74c11,0,3,19,0,0,0,0,0,9
d2g6erfb,2,4,26,0,0,0,0,0,11
d2g62t2v,1,3,17,0,0,0,0,1,1
d2g62q30,2,5,19,0,0,0,1,1,3
d2g63tgz,1,5,16,0,0,0,0,1,1
d2g6enu6,1,5,18,0,0,0,0,0,13
d2g6fcmg,0,0,10,0,0,0,0,0,1
d2g6en0w,0,1,17,0,0,0,0,3,7
d2g6g0zf,0,0,6,0,0,0,0,0,2
d2g6erbb,0,2,13,0,0,0,0,0,5
d2g6ermg,1,6,17,0,0,0,2,2,10
d2g6fb3d,0,0,6,0,0,1,1,1,4
d2g6eruf,0,7,29,0,0,0,0,2,12
d2g6e5hc,3,5,10,0,0,0,0,0,0
d2g66rdd,1,4,14,0,1,1,0,2,9
d2g66ykh,0,0,5,0,0,0,0,0,2
d2g6fx5y,0,4,11,0,0,0,1,3,10
d2g6e57y,1,2,18,0,0,0,0,0,7
d2g6dzs7,0,2,13,0,0,1,1,2,7
d2g63c5w,1,1,11,0,1,2,0,2,2
d2g6ep97,0,0,21,0,0,0,0,0,6
d2g6fcp0,2,2,12,0,0,0,0,0,2
d2g6ep63,0,6,21,0,0,0,0,1,8
d2g64kwm,0,0,12,0,0,0,1,3,15
d2g6df63,2,5,18,0,0,1,1,4,15
d2g6dv6w,0,1,13,0,0,0,0,0,7
d2g6ercw,0,3,15,0,0,0,0,0,3
d2g6fbkj,1,1,11,0,1,1,0,1,4
d2g6em61,0,5,15,0,0,0,1,1,2
d2g63pzp,0,0,3,0,0,0,0,0,2
d2g63ggs,0,3,10,0,0,0,1,2,7
d2g6e46w,0,2,15,0,0,0,0,0,2
d2g6e5sm,0,2,25,0,0,0,0,1,6
d2g6ghd0,2,3,17,0,0,0,0,2,8
d2g6dbvd,1,3,17,0,0,0,0,0,3
d2g6e5d5,2,3,13,0,0,0,0,2,10
d2g6c71p,0,5,30,0,0,0,0,6,23
d2g6fb2n,0,0,7,0,0,1,0,1,3
d2g6er7w,0,3,30,0,0,0,0,5,12
d2g6er7w,0,3,30,0,0,0,0,5,12
d2g6g5un,0,3,16,0,0,0,0,0,15
d2g6dv5h,2,4,17,0,0,1,0,0,6
d2g6g0t4,0,1,17,0,0,0,0,3,3
d2g6ep9b,0,0,21,0,0,0,0,0,7
d2g6eqbd,1,1,29,0,0,0,0,0,3
d2g6g1b4,2,3,5,0,0,0,0,0,0
d2g6dff0,0,0,23,0,0,2,0,0,13
d2g6g1h1,0,2,9,0,0,0,0,0,3
d2g6dfxy,2,4,12,0,0,0,1,3,11
d2g66xrt,0,5,36,0,0,2,1,2,16
d2g66yy7,0,0,0,0,0,0,0,0,1
d2g6e5v6,0,3,22,0,0,0,0,1,6
d2g6eng0,4,7,20,0,0,0,1,2,9
d2g6e00q,0,0,6,0,0,0,0,0,0
d2g6gm16,1,2,18,0,0,0,0,0,9
d2g6e517,0,3,15,0,0,0,0,2,7
d2g66zzm,0,0,5,0,0,0,0,0,1
d2g6erwm,6,6,18,0,0,0,0,3,9
d2g6dujg,0,3,16,0,0,0,1,4,17
d2g6emtm,0,0,0,0,0,0,0,0,1
d2g6erkz,1,7,27,0,0,0,1,5,11
d2g66zzt,0,0,4,0,0,0,0,0,0
d2g6fbb3,0,0,6,0,0,0,0,0,4
d2g6g147,0,0,11,0,0,0,0,0,0
d2g6f892,0,0,9,0,0,1,0,0,3
d2g6g7gu,1,7,16,0,0,0,0,3,9
d2g6dcrj,0,0,20,0,0,0,0,2,5
d2g6e436,0,1,16,0,0,0,0,0,4
d2g6e5g6,0,2,23,0,0,0,0,4,6
d2g6c71p,0,5,30,0,0,0,0,6,23
d2g6fb2n,0,0,7,0,0,1,0,1,3
d2g68meg,2,3,10,0,0,0,0,1,2
d2g6er7w,0,3,30,0,0,0,0,5,12
d2g66jyr,0,0,11,0,0,0,0,0,0
d2g668h1,0,3,11,0,0,0,0,0,8
d2g6ejsd,0,5,17,0,0,0,1,1,3
d2g6fkk0,0,2,6,0,1,2,0,0,4
d2g6gmk3,1,5,23,0,0,0,0,2,5
d2g63jm0,0,1,17,0,0,0,0,2,3
d2g6g1b9,0,2,5,0,0,0,0,0,0
d2g60mjq,1,7,21,0,0,0,0,1,1
d2g64j6e,1,4,13,1,1,1,0,0,16
d2g62r5u,1,2,9,0,0,0,0,0,0
d2g6g2xp,0,7,22,0,0,0,0,0,1
d2g694hw,0,0,10,0,0,0,0,0,0
d2g6emvv,0,0,0,0,0,0,0,0,1
d2g6f8r1,0,0,4,0,0,0,1,1,4
d2g6dz7e,0,4,9,0,1,1,0,3,8
d2g6dvfm,0,2,6,0,0,1,0,3,6
d2g6e5y3,1,6,17,0,0,0,1,1,4
d2g6enh5,0,0,24,0,0,0,0,0,5
d2g6ej54,0,3,27,0,0,0,0,0,3
d2g66suv,2,6,35,0,0,1,0,3,27
d2g6fbyn,0,3,14,0,0,0,0,0,2
d2g6g6k5,0,2,30,0,0,0,1,3,8
d2g60nm4,2,9,25,0,0,0,0,0,3
d2g6gdfh,0,0,1,0,0,0,0,0,0
d2g6dbjs,0,4,14,0,0,0,0,0,1
d2g6erw7,4,6,20,0,0,0,1,3,9
d2g6f3bx,0,3,15,0,0,0,0,0,0
d2g6dg41,0,1,17,0,0,1,0,0,9
d2g6ejpp,0,2,26,0,0,0,0,0,4
d2g6ern6,0,0,15,0,0,0,0,0,10
d2g66zz0,0,0,4,0,0,0,0,0,1
d2g6f7ee,0,0,7,0,1,1,0,0,1
d2g6gdfh,0,0,1,0,0,0,0,0,0
d2g66dve,0,0,18,0,0,0,0,0,13
d2g6ern6,0,0,15,0,0,0,0,0,10
d2g6g6hm,0,4,31,0,0,0,0,2,7
d2g6dgkv,1,3,14,0,0,0,1,2,15
d2g6e5kv,0,1,15,0,0,0,0,0,6
d2g6erw7,4,6,20,0,0,0,1,3,9
d2g6dcy3,0,2,17,0,0,0,1,2,7
d2g6dbxy,0,4,13,0,0,0,0,0,0
d2g6emyr,0,0,0,0,0,0,0,0,1
d2g6dbjs,0,4,14,0,0,0,0,0,1
d2g66yw2,0,0,0,0,0,0,0,0,0
d2g6e092,0,0,6,0,0,0,0,0,0
d2g6enwn,1,3,17,0,0,0,1,2,12
d2g64qw3,3,7,31,0,0,1,2,7,22
d2g63t3v,2,5,17,0,0,0,0,0,0
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g66mu3,1,5,24,0,0,1,0,1,8
d2g664wh,2,4,19,0,0,3,1,5,15
d2g63jj4,0,2,11,0,0,0,0,0,3
d2g6gxb1,1,1,27,0,0,0,1,1,3
d2g69ue5,0,4,13,0,0,0,0,0,11
d2g6dujs,0,2,20,0,0,0,1,3,17
d2g6ch4d,0,0,10,0,0,0,0,1,5
d2g6dfph,0,2,12,0,0,0,0,0,12
d2g6g42d,1,2,11,0,0,0,0,0,1
d2g6f8uz,1,3,8,0,0,0,0,0,1
d2g6fwny,2,5,21,0,0,0,0,0,0
d2g64tbe,1,6,24,1,1,3,1,3,22
d2g69690,0,4,16,0,0,0,0,0,10
d2g696xk,0,2,12,0,0,2,1,1,6
d2g6gjpn,1,1,14,0,0,0,0,1,6
d2g662x8,0,4,23,0,0,2,1,2,27
d2g6dw1j,0,2,24,0,1,1,0,0,8
d2g6eq80,1,2,27,0,0,0,0,0,6
d2g6dz4z,1,2,8,1,1,1,1,1,7
d2g6ehfs,0,2,27,0,0,0,0,1,4
d2g6dzrq,2,2,13,0,0,0,0,1,3
d2g6dg18,0,0,18,0,0,2,0,0,8
d2g66m8e,1,1,13,0,1,1,1,1,3
d2g68crj,0,1,10,0,0,0,1,1,5
d2g6dydf,1,1,7,0,0,2,0,2,8
d2g6dbj6,0,3,14,0,0,0,0,1,1
d2g6eqjs,0,0,5,0,0,0,0,0,4
d2g6fz5p,0,1,13,0,0,0,0,0,6
d2g6dydf,1,1,7,0,0,2,0,2,8
d2g6endw,1,6,19,0,0,0,0,1,10
d2g6enhc,0,0,22,0,0,0,0,0,4
d2g6fw7b,0,3,20,0,0,0,0,0,5
d2g6f8bc,0,0,10,0,0,1,0,0,3
d2g6fwh6,0,4,21,0,0,0,0,0,3
d2g6f6us,1,3,11,0,0,1,0,2,8
d2g6f4xx,0,0,0,0,0,0,0,0,0
d2g4rv1z,2,2,12,0,0,0,0,0,0
d2g6fwm0,2,4,22,0,0,0,0,0,5
d2g6g21n,1,2,10,0,0,0,0,0,3
d2g6fwkj,0,3,20,0,0,0,0,2,6
d2g6enyz,0,2,10,0,0,0,0,2,8
d2g6f7bq,0,0,0,0,0,0,0,0,0
d2g6fk6c,0,0,4,0,0,1,0,0,0
d2g6g54j,0,1,17,0,0,0,0,4,13
d2g6dgjm,1,4,20,0,0,0,0,4,18
d2g6enwn,1,3,17,0,0,0,1,2,12
d2g6fxd3,0,2,9,0,0,0,0,0,11
d2g6dgfv,1,1,9,0,0,0,0,0,7
d2g6gnc6,0,0,13,0,0,1,0,0,6
d2g6f8xk,0,0,5,0,0,0,0,0,3
d2g68cyd,0,0,12,0,0,0,0,1,7
d2g6dfd6,0,3,20,0,0,1,0,1,14
d2g66zvn,0,1,14,0,0,0,0,1,2
d2g6fxqp,0,0,16,0,0,0,0,1,17
d2g68fv1,0,1,11,0,0,0,0,0,8
d2g66v1q,2,3,10,0,0,0,0,0,3
d2g6g7d5,0,2,17,0,0,0,1,2,14
d2g6g2g7,1,2,19,0,0,0,1,1,6
d2g62y2y,1,3,13,0,0,0,0,0,2
d2g66euf,2,4,29,0,0,1,1,6,27
d2g6fqxy,0,0,3,0,0,0,0,0,0
d2g6fvyt,1,4,12,1,1,2,0,0,7
d2g66t2u,3,8,30,0,0,1,0,3,21
d2g6ep3g,0,2,20,0,0,0,0,0,7
d2g6e08s,0,0,8,0,0,0,0,0,0
d2g66e50,1,5,29,0,0,1,2,7,27
d2g6e47t,0,1,16,0,0,0,0,0,1
d2g6dfbc,0,0,15,0,0,2,0,0,8
d2g69qv2,1,7,21,0,0,0,0,3,9
d2g6e4mz,0,0,11,0,0,0,0,0,0
d2g6dg42,0,1,19,0,0,1,0,0,11
d2g6ejv9,1,4,15,0,0,0,0,0,3
d2g6e5ee,1,2,26,0,0,0,0,0,7
d2g6dbn4,0,1,13,0,0,0,0,0,1
d2g6ejmj,0,5,15,0,0,0,0,1,3
d2g69d36,0,2,13,0,0,1,1,2,9
d2g6ejzc,0,1,28,0,0,0,1,2,4
d2g6g0jz,0,0,18,0,0,0,0,2,4
d2g6e1uq,1,2,10,0,0,0,0,0,1
d2g6f6cx,0,0,5,0,0,0,0,0,0
d2g6e541,0,0,17,0,0,0,0,0,3
d2g6dzgx,0,1,8,0,0,2,0,1,6
d2g6ephc,1,2,17,0,0,0,0,1,14
d2g66qmd,2,2,20,0,0,0,0,4,14
d2g6dfnk,1,2,16,0,0,0,0,0,13
d2g6dymd,0,5,7,0,0,0,1,1,7
d2g6dym6,0,5,7,0,0,0,1,1,9
d2g6fmpn,1,4,12,0,0,0,0,0,2
d2g6d6fc,0,0,6,0,0,0,0,0,14
d2g3crpq,0,4,16,0,0,0,0,0,2
d2g64kx9,0,0,11,0,0,0,0,4,15
d2g6dsn4,0,1,8,0,0,2,0,0,10
d2g6dfx8,2,4,12,0,0,0,3,3,11
d2g6duc7,0,3,16,0,1,1,1,2,8
d2g62y8b,1,3,13,0,0,0,0,0,2
d2g63ntp,1,1,15,0,0,0,0,0,2
d2g6fy1g,2,4,18,0,0,0,0,1,4
d2g6dwq8,0,0,9,0,0,0,0,0,6
d2g6fx0s,0,0,4,0,0,0,0,0,2
d2g605ww,0,4,31,0,0,0,0,0,4
d2g6ge0n,0,2,11,0,0,0,0,0,3
d2g6g0w6,0,2,12,0,0,0,0,1,3
d2g6dxwk,0,3,7,0,0,0,0,2,4
d2g62nxz,1,4,18,0,0,0,0,0,2
d2g6fx5t,0,4,12,0,0,0,0,3,10
d2g6g6h5,0,5,30,0,0,0,0,1,8
d2g6g7mn,0,0,24,0,0,0,1,1,9
d2g6dxwx,1,1,6,0,0,0,0,2,4
d2g6dgeg,0,1,16,0,0,0,0,0,10
d2g6du7h,0,1,16,0,0,1,0,0,9
d2g6eqku,0,0,20,0,0,0,1,1,5
d2g6f1ry,0,4,16,0,0,0,0,0,0
d2g6dhpx,2,9,24,0,0,2,0,0,4
d2g62tqm,2,4,15,0,0,0,1,1,3
d2g6gw8h,1,6,30,0,0,0,2,7,20
d2g6e44u,3,5,13,0,0,0,0,1,1
d2g62tc0,1,5,24,0,0,0,0,0,1
d2g6dbdb,0,3,21,0,0,0,0,1,5
d2g6dvb3,0,1,12,0,0,1,0,1,6
d2g6g92h,0,0,11,0,0,0,0,0,0
d2g6ej2f,0,6,25,0,0,0,0,2,6
d2g66wxb,4,8,31,0,0,0,1,2,24
d2g6dysb,0,2,9,0,0,1,0,1,10
d2g74cvx,0,0,3,0,0,0,0,4,25
d2g6g2tz,4,7,24,0,0,0,0,0,6
d2g6dxh4,0,1,10,0,0,0,0,0,7
d2g6dcye,0,2,17,0,0,0,0,2,8
d2g66vf0,1,4,13,0,0,0,0,0,3
d2g6enq6,1,2,15,0,0,0,0,0,4
d2g6dytw,2,2,13,0,0,0,0,2,7
d2g6g27d,1,3,25,0,0,0,2,3,6
d2g6e1d5,0,4,13,0,0,0,0,1,1
d2g6g825,0,5,20,0,0,0,0,0,3
d2g6eqtu,0,0,15,0,0,0,0,1,6
d2g6e44h,3,5,12,0,0,0,0,1,2
